ID_ENCABEZADO;ID_AGRP_CLINICA;ID_ORIGEN;ORIGEN;CODIGO_LOCALIDAD;LOCALIDAD;CODIGO_DEPTO;DEPARTAMENTO;CODIGO_PROVINCIA;PROVINCIA;ANIO;SEMANA;IDESTADO;ESTADO;FECHAREGISTROENCABEZADO;USUARIOREGISTROENCABEZADO;IDEVENTOAGRUPADO;NOMBREGRPEVENTOAGRP;ID_SNVS_EVENTO_AGRP;NOMBREEVENTOAGRP;IDEDAD;GRUPO;SEXO;RESIDENTE;AMBULATORIO;CANTIDAD;FECHAREGISTROCLINICA;USERREGISTROCLINICA
755518;5697489;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;13/9/2022;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;9;25 a 34;;;;8;19/9/2022;cftunas
755518;5697490;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;13/9/2022;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;10;35 a 44;;;;5;19/9/2022;cftunas
611331;4601935;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;48;3;CARGADA DATOS DISTINTO DE CERO;6/12/2021;cftunas;8;Enfermedades de transmisión sexual;300;Sífilis Temprana en varones;9;25 a 34;;;;1;9/12/2021;cftunas
611331;4601936;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;48;3;CARGADA DATOS DISTINTO DE CERO;6/12/2021;cftunas;8;Enfermedades de transmisión sexual;376;Sífilis temprana en mujeres;9;25 a 34;;;;1;9/12/2021;cftunas
716563;5367521;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;7;Gastroentéricas;11;Diarreas;8;20 a 24;;;;2;5/7/2022;cftunas
716563;5367522;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;7;Gastroentéricas;11;Diarreas;9;25 a 34;;;;1;5/7/2022;cftunas
716563;5367523;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;7;Gastroentéricas;11;Diarreas;10;35 a 44;;;;1;5/7/2022;cftunas
716563;5367524;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;7;Gastroentéricas;11;Diarreas;11;45 a 64;;;;1;5/7/2022;cftunas
716563;5367525;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;7;Gastroentéricas;11;Diarreas;12;65 a 74;;;;1;5/7/2022;cftunas
716563;5367526;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);7;15 a 19;;;;2;5/7/2022;cftunas
716563;5367527;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);8;20 a 24;;;;1;5/7/2022;cftunas
716563;5367528;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);9;25 a 34;;;;5;5/7/2022;cftunas
716563;5367529;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);10;35 a 44;;;;6;5/7/2022;cftunas
609416;4573154;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2021;44;3;CARGADA DATOS DISTINTO DE CERO;30/11/2021;naalmada1;6;Respiratorias;8;Enfermedad tipo influenza (ETI);9;25 a 34;;;;2;30/11/2021;naalmada1
609416;4573155;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2021;44;3;CARGADA DATOS DISTINTO DE CERO;30/11/2021;naalmada1;6;Respiratorias;8;Enfermedad tipo influenza (ETI);11;45 a 64;;;;5;30/11/2021;naalmada1
716563;5367530;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);11;45 a 64;;;;6;5/7/2022;cftunas
716563;5367531;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;7;15 a 19;;;;1;5/7/2022;cftunas
716563;5367532;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;9;25 a 34;;;;2;5/7/2022;cftunas
716563;5367533;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;10;35 a 44;;;;3;5/7/2022;cftunas
716563;5367534;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;11;45 a 64;;;;13;5/7/2022;cftunas
716563;5367535;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;12;65 a 74;;;;5;5/7/2022;cftunas
716563;5367536;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;26;3;CARGADA DATOS DISTINTO DE CERO;30/6/2022;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;13;>= a 75;;;;2;5/7/2022;cftunas
609416;4573156;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2021;44;3;CARGADA DATOS DISTINTO DE CERO;30/11/2021;naalmada1;6;Respiratorias;8;Enfermedad tipo influenza (ETI);12;65 a 74;;;;1;30/11/2021;naalmada1
609416;4573157;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2021;44;3;CARGADA DATOS DISTINTO DE CERO;30/11/2021;naalmada1;6;Respiratorias;440;Neumonía en pacientes internados;11;45 a 64;;;;1;30/11/2021;naalmada1
760476;5707400;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;21/9/2022;jgmisisca;6;Respiratorias;8;Enfermedad tipo influenza (ETI);8;20 a 24;;;;5;21/9/2022;jgmisisca
760476;5707401;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;21/9/2022;jgmisisca;6;Respiratorias;8;Enfermedad tipo influenza (ETI);9;25 a 34;;;;3;21/9/2022;jgmisisca
760476;5707402;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;21/9/2022;jgmisisca;6;Respiratorias;8;Enfermedad tipo influenza (ETI);10;35 a 44;;;;7;21/9/2022;jgmisisca
565810;4254106;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;34;3;CARGADA DATOS DISTINTO DE CERO;30/8/2021;cftunas;8;Enfermedades de transmisión sexual;300;Sífilis Temprana en varones;8;20 a 24;;;;1;30/8/2021;cftunas
565810;4254107;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;34;3;CARGADA DATOS DISTINTO DE CERO;30/8/2021;cftunas;8;Enfermedades de transmisión sexual;301;Sífilis sin especificar en varones (ITS);10;35 a 44;;;;3;30/8/2021;cftunas
760476;5707403;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;21/9/2022;jgmisisca;6;Respiratorias;8;Enfermedad tipo influenza (ETI);11;45 a 64;;;;4;21/9/2022;jgmisisca
760476;5707404;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;21/9/2022;jgmisisca;6;Respiratorias;8;Enfermedad tipo influenza (ETI);13;>= a 75;;;;1;21/9/2022;jgmisisca
760476;5707405;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;21/9/2022;jgmisisca;6;Respiratorias;10;Neumonía (sin especificar);8;20 a 24;;;;1;21/9/2022;jgmisisca
760476;5707406;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;21/9/2022;jgmisisca;6;Respiratorias;10;Neumonía (sin especificar);10;35 a 44;;;;2;21/9/2022;jgmisisca
760476;5707407;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;37;3;CARGADA DATOS DISTINTO DE CERO;21/9/2022;jgmisisca;6;Respiratorias;10;Neumonía (sin especificar);11;45 a 64;;;;2;21/9/2022;jgmisisca
780730;5891121;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;8;Enfermedad tipo influenza (ETI);7;15 a 19;;;;2;1/11/2022;cmandrada
780730;5891122;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;8;Enfermedad tipo influenza (ETI);8;20 a 24;;;;6;1/11/2022;cmandrada
780730;5891123;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;8;Enfermedad tipo influenza (ETI);9;25 a 34;;;;19;1/11/2022;cmandrada
780730;5891124;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;8;Enfermedad tipo influenza (ETI);10;35 a 44;;;;9;1/11/2022;cmandrada
780730;5891125;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;8;Enfermedad tipo influenza (ETI);11;45 a 64;;;;6;1/11/2022;cmandrada
780730;5891126;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;8;Enfermedad tipo influenza (ETI);17;Edad Sin Esp.;;;;4;1/11/2022;cmandrada
780730;5891127;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;10;Neumonía (sin especificar);8;20 a 24;;;;2;1/11/2022;cmandrada
780730;5891128;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;10;Neumonía (sin especificar);9;25 a 34;;;;1;1/11/2022;cmandrada
780730;5891129;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;10;Neumonía (sin especificar);11;45 a 64;;;;2;1/11/2022;cmandrada
780730;5891130;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;10;Neumonía (sin especificar);12;65 a 74;;;;1;1/11/2022;cmandrada
780730;5891131;11873;HOSPITAL INTERZONAL GENERAL AGUDOS DR. LUIS A. GUEMES;6568010003;HAEDO;568;MORÓN;6;Buenos Aires;2022;43;3;CARGADA DATOS DISTINTO DE CERO;1/11/2022;cmandrada;6;Respiratorias;10;Neumonía (sin especificar);13;>= a 75;;;;1;1/11/2022;cmandrada
614226;4611247;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;49;3;CARGADA DATOS DISTINTO DE CERO;13/12/2021;cftunas;8;Enfermedades de transmisión sexual;300;Sífilis Temprana en varones;10;35 a 44;;;;2;13/12/2021;cftunas
614226;4611248;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;49;3;CARGADA DATOS DISTINTO DE CERO;13/12/2021;cftunas;8;Enfermedades de transmisión sexual;376;Sífilis temprana en mujeres;9;25 a 34;;;;1;13/12/2021;cftunas
614226;4611249;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;49;3;CARGADA DATOS DISTINTO DE CERO;13/12/2021;cftunas;8;Enfermedades de transmisión sexual;377;Sífilis sin especificar en mujeres (ITS);8;20 a 24;;;;1;13/12/2021;cftunas
614226;4611250;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;49;3;CARGADA DATOS DISTINTO DE CERO;13/12/2021;cftunas;8;Enfermedades de transmisión sexual;377;Sífilis sin especificar en mujeres (ITS);11;45 a 64;;;;1;13/12/2021;cftunas
614226;4611251;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;49;3;CARGADA DATOS DISTINTO DE CERO;13/12/2021;cftunas;8;Enfermedades de transmisión sexual;301;Sífilis sin especificar en varones (ITS);8;20 a 24;;;;1;13/12/2021;cftunas
614226;4611252;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;49;3;CARGADA DATOS DISTINTO DE CERO;13/12/2021;cftunas;8;Enfermedades de transmisión sexual;301;Sífilis sin especificar en varones (ITS);12;65 a 74;;;;2;13/12/2021;cftunas
